"The supply shuttle",21.8366,82.1472,0,0,293.15,35000
"The Quartermasters",21.8366,82.1472,0,0,293.15,2500
"The Central Primary Hallway",21.8373,82.1505,0.000145579,0,293.15,25000
"Street",21.8366,82.1472,0,0,293.15,5000
"Street",21.8366,82.1472,0,0,293.15,2500
"The Quartermasters",21.8366,82.1472,0,0,293.15,5000
"Street",21.8366,82.1472,0,0,293.15,2500
"The Quartermasters",21.8101,82.0476,0,0,293.15,127500
"The Centcom",17.3702,65.3424,0,0,293.15,7.4675e+006
"The Dormitories",21.8366,82.1472,0,0,293.15,17500
"Street",21.8368,82.1483,4.85259e-005,0,293.15,75000
"Street",21.8366,82.1472,0,0,293.15,72500
"The Security Lobby",21.8366,82.1472,0,0,293.15,22500
"Street",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,7500
"Street",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,5000
"The Quartermasters",21.8366,82.1472,0,0,293.15,5000
