"Sewers",21.8366,82.1472,0,0,293.15,37500
"Street",21.8366,82.1472,0,0,293.15,2500
"The supply shuttle",21.8366,82.1472,0,0,293.15,35000
"Street",21.8366,82.1472,0,0,293.15,5000
"The Dormitories",21.8366,82.1472,0,0,293.15,7500
"The Quartermasters",21.8366,82.1472,0,0,293.15,2500
"The Library",21.8366,82.1472,0,0,293.15,27500
"The Centcom",17.3702,65.3424,0,0,293.15,7.4675e+006
"Street",21.8366,82.1472,0,0,293.15,2500
"The Quartermasters",21.8366,82.1472,0,0,293.15,5000
"Street",21.8366,82.1472,0,0,293.15,22500
"Sewers",21.8366,82.1472,0,0,293.15,2500
