"Engineering",21.8366,82.1472,0,0,293.15,2500
"Space",21.5563,81.0927,5.13678e-005,0,293.328,7.5525e+006
"Engineering",21.5819,81.1895,0.000150588,0,295.2,62500
"The Escape Pod One",21.8366,82.1472,0,0,293.15,30000
"The Theatre",21.8366,82.1472,0,0,293.15,5000
"The Quartermasters",21.8119,82.0576,0.000847629,0,293.15,60000
"The Security Lobby",21.8366,82.1472,0,0,293.15,10000
"The Dormitories",21.8366,82.1472,0,0,293.15,2500
"The Theatre",21.8366,82.1472,0,0,293.15,2500
"The Escape Pod One",21.8297,82.1246,0.000930809,0,293.169,30000
"The Dormitories",21.8366,82.1472,0,0,293.15,2500
"The Dormitories",21.8366,82.1472,0,0,293.15,2500
"Medical Research",19.308,72.6343,0.000282464,0,293.159,135000
"The Dormitories",21.8366,82.1472,0,0,293.15,5000
"The Library",19.298,72.5965,0.000287257,0,293.192,27500
"The Dormitories",19.8293,74.5956,0.000240895,0,293.165,25000
"The Central Primary Hallway",21.8366,82.1472,0,0,293.15,5000
"The Escape Pod One",21.8366,82.1472,0,0,293.15,2500
"The Security Lobby",21.8366,82.1472,0,0,293.15,2500
"The Dormitories",21.7246,81.7265,0.000227817,0,293.318,20000
