"The Escape Pod One",21.8455,82.1883,0.00200209,0,293.155,30000
"Sewers",19.0574,71.689,0,0,293.15,8.6875e+006
"Street",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,2500
"The Quartermasters",21.8366,82.1472,0,0,293.15,2500
"The Centcom",17.3702,65.3424,0,0,293.15,7.4675e+006
"The Quartermasters",21.8366,82.1472,0,0,293.15,22500
"The Security Lobby",21.8366,82.1472,0,0,293.15,7500
"Street",21.8366,82.1472,0,0,293.15,2500
"Sewers",21.8366,82.1472,0,0,293.15,2500
"Sewers",21.8366,82.1472,0,0,293.15,55000
"The Escape Pod One",21.8366,82.1472,0,0,293.15,65000
"The Theatre",21.8366,82.1472,0,0,293.15,32500
"Engineering",21.8366,82.1472,0,0,293.15,210000
"The Dormitories",21.8366,82.1472,0,0,293.15,15000
"The Centcom",17.3702,65.3424,0,0,293.15,7.4675e+006
"The Quartermasters",21.8366,82.1472,0,0,293.15,5000
"Street",21.8366,82.1472,0,0,293.15,5000
"Street",21.8366,82.1472,0,0,293.15,2500
"Medbay",20.4999,77.1183,7.79265e-005,0,293.176,17500
"Sewers",21.8366,82.1472,0,0,293.15,5000
"The Quartermasters",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,7500
"The Dormitories",21.8366,82.1472,0,0,293.15,15000
"Sewers",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,2500
"The Central Primary Hallway",21.8366,82.1472,0,0,293.15,5000
"The Escape Pod One",21.8366,82.1472,0,0,293.15,5000
"Street",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,2500
"The Dormitories",21.8366,82.1472,0,0,293.15,5000
"Street",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,5000
"The Escape Pod One",21.8366,82.1472,0,0,293.15,2500
"The Centcom",17.4168,65.522,0,0,293.15,7.5475e+006
"Street",21.8366,82.1472,0,0,293.15,2500
"The Cafeteria",20.6961,77.8597,0.00115426,0,293.264,40000
"The Centcom",17.4168,65.522,0,0,293.15,7.5475e+006
"The Dormitories",21.8366,82.1472,0,0,293.15,5000
"Street",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,2500
"Street",20.8548,78.4536,6.05027e-005,1.39965e-005,293.158,22500
"Street",18.8843,71.04,2.66779e-005,0,293.182,42500
"The Central Primary Hallway",21.8404,82.1644,0.000766273,0,293.15,47500
"The Theatre",20.0051,75.2568,9.92535e-005,2.82765e-006,293.171,32500
"Street",21.8366,82.1472,0,0,293.15,2500
"Space",21.8366,82.1473,0,0,293.15,1.2e+006
"The Library",21.8366,82.1472,0,0,293.15,152500
"Street",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,2500
"The supply shuttle",21.8366,82.1472,0,0,293.15,35000
"Street",21.8366,82.1472,0,0,293.15,2500
