"The Engineering Control",21.8366,82.1472,0,0,293.15,2500
"The Dormitories",21.8366,82.1472,0,0,293.15,15000
"Engineering",21.8366,82.1472,0,0,293.15,2500
"The Dormitories",21.8366,82.1472,0,0,293.15,2500
"The Kitchen",21.8366,82.1472,0,0,293.15,2500
"The Security Lobby",21.2681,80.0097,0.000470755,0,293.346,50000
"The Central Primary Hallway",21.8366,82.1472,0,0,293.15,2500
"The Security Lobby",21.8366,82.1472,0,0,293.15,2500
"The Theatre",21.614,81.3127,0.000871905,0,293.244,5000
"The Quartermasters",21.8334,82.1362,0.000251497,0,293.15,2500
"The Escape Pod One",21.8366,82.1472,0,0,293.15,2500
"The Quartermasters",21.806,82.0455,0.00354673,0,293.15,112500
