"The Engineering Control",21.8366,82.1472,0,0,293.15,2500
"The Security Lobby",21.8366,82.1472,0,0,293.15,55000
"The Quartermasters",21.8366,82.1472,0,0,293.15,20000
"The Dormitories",19.1623,72.0866,0.000249653,0,293.329,20000
"Engineering",21.8366,82.1472,0,0,293.15,2500
"The Library",21.8366,82.1472,0,0,293.15,15000
"The Central Primary Hallway",21.8366,82.1472,0,0,293.15,5000
"The Central Primary Hallway",21.8366,82.1472,0,0,293.15,5000
"The Dormitories",21.8366,82.1472,0,0,293.15,2500
"Space",21.8366,82.1473,0,0,293.15,1.2e+006
"The Quartermasters",21.8352,82.1472,0.00122791,0,293.15,215000
"The Kitchen",21.8366,82.1472,0,0,293.15,2500
"Medbay",21.8366,82.1472,0,0,293.15,2500
"The Dormitories",21.8366,82.1472,0,0,293.15,15000
"The Dormitories",21.8366,82.1472,0,0,293.15,2500
"The Central Primary Hallway",21.8366,82.1472,0,0,293.15,2500
"The Kitchen",21.8366,82.1472,0,0,293.15,2500
"The Central Primary Hallway",21.4317,80.6245,0.000164235,0,293.175,425000
"The Engineering Control",21.8366,82.1472,0,0,293.15,2500
"Medbay",21.8366,82.1472,0,0,293.15,5000
"The Quartermasters",21.8366,82.1472,0,0,293.15,15000
"The supply shuttle",0.01,0.01,0,0,293.15,80000
