"The Cafeteria",21.8366,82.1472,0,0,293.15,250000
"Medical Research",21.8366,82.1472,0,0,293.15,5000
"The Quartermasters",21.8366,82.1472,0,0,293.15,60000
"Medical Research",21.8366,82.1472,0,0,293.15,2500
"The Central Primary Hallway",21.8366,82.1472,0,0,293.15,5000
"Medical Research",21.8366,82.1472,0,0,293.15,5000
"The Security Lobby",21.8366,82.1472,0,0,293.15,2500
"Engineering",21.8366,82.1472,0,0,293.15,2500
"The Dormitories",21.8366,82.1472,0,0,293.15,22500
"The Security Lobby",20.1411,75.768,3.44242e-005,0,293.179,55000
"The Security Lobby",21.8366,82.1472,0,0,293.15,2500
"The Escape Pod One",21.8366,82.1472,0,0,293.15,2500
"The Kitchen",21.8366,82.1472,0,0,293.15,2500
"The Engineering Control",21.7023,81.6435,0.00055973,0,293.554,7.615e+006
"Medbay",21.8366,82.1472,0,0,293.15,5000
"The Escape Pod One",21.8366,82.1472,0,0,293.15,30000
"The Kitchen",21.8366,82.1472,0,0,293.15,2500
"The Dormitories",21.8366,82.1472,0,0,293.15,15000
"The Dormitories",21.2068,79.7813,0.00106843,0,293.456,20000
"Medbay",21.8366,82.1472,0,0,293.15,5000
"The Dormitories",21.8366,82.1472,0,0,293.15,15000
"The Security Lobby",21.8366,82.1472,0,0,293.15,12500
"The Dormitories",20.3632,76.6051,0.000345896,0,293.173,82500
"The Security Lobby",21.8366,82.1472,0,0,293.15,2500
