"Engineering Construction Storage",19.0574,71.689,0,0,293.15,8.6875e+006
"The Dormitories",21.8366,82.1472,0,0,293.15,2500
"The Dormitories",21.8366,82.1472,0,0,293.15,2500
"The Cafeteria",21.8366,82.1472,0,0,293.15,40000
"Medbay",21.8366,82.1472,0,0,293.15,2500
"Engineering",21.8366,82.1472,0,0,293.15,2500
"The Quartermasters",21.831,82.1286,0.000627437,0,293.15,215000
"The Dormitories",21.8364,82.1472,0.000172549,0,293.15,127500
"The Engineering Control",21.8366,82.1472,0,0,293.15,2500
"Engineering",18.4152,69.2762,0.000745121,0.000394018,294.143,102500
"The Central Primary Hallway",21.8366,82.1471,0,0,293.15,425000
"The Quartermasters",21.8366,82.1472,0,0,293.15,25000
"The Dormitories",21.8366,82.1472,0,0,293.15,7500
"The supply shuttle",21.8366,82.1472,0,0,293.15,35000
"The Library",18.5673,69.8655,0.00539974,0.000484512,294.545,152500
