"The Security Lobby",21.8366,82.1472,0,0,293.15,12500
"The Theatre",21.8369,82.1485,5.59913e-005,0,293.15,32500
"Sewers",21.8366,82.1472,0,0,293.15,2500
"The Quartermasters",21.8359,82.1444,3.09882e-005,0,293.15,2500
"Sewers",21.8366,82.1472,0,0,293.15,2500
"The Quartermasters",21.8359,82.1444,3.09882e-005,0,293.15,2500
"The Escape Pod One",21.8384,82.1554,0.000363958,0,293.15,30000
"Street",21.8366,82.1472,0,0,293.15,2500
"The Cafeteria",21.7929,81.9837,0.000186839,0,293.282,40000
"Street",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,2500
"Engineering",21.8366,82.1472,0,0,293.15,102500
"The Dormitories",21.8366,82.1472,0,0,293.15,5000
"Street",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,2500
"Sewers",21.8366,82.1472,0,0,293.15,5000
"The Escape Pod One",21.8408,82.1663,0.000849293,0,293.15,30000
"The Centcom Living Quarters",3.46021e-005,3.46021e-005,0,0,293.15,722500
"Street",21.795,81.9909,0.000191845,0,293.398,152500
"The Security Lobby",21.8366,82.1472,0,0,293.15,12500
"Street",21.8366,82.1472,0,0,293.15,2500
"Sewers",20.0103,75.277,0.000205238,0,293.161,22500
"Sewers",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,2500
"Sewers",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,2500
"Street",19.1172,71.9183,0.000767418,0,293.406,37500
"Street",21.8366,82.1472,0,0,293.15,7500
"The Central Primary Hallway",21.8366,82.1472,0,0,293.15,2500
"Street",21.4065,80.5311,0.000548718,0,293.167,40000
"Street",21.8366,82.1472,0,0,293.15,2500
"Street",21.2846,80.0707,0.000110425,0,293.233,22500
"Street",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,15000
"Street",21.8366,82.1472,0,0,293.15,22500
"Street",21.8366,82.1472,0,0,293.15,2500
"Sewers",21.8366,82.1472,0,0,293.15,2500
"Sewers",21.8366,82.1472,0,0,293.15,2500
"The Central Primary Hallway",21.8366,82.1472,0,0,293.15,25000
"Street",21.8366,82.1472,0,0,293.15,2500
"Medbay",17.8829,67.2719,2.53337e-005,0,293.205,72500
"The Central Primary Hallway",21.8366,82.1472,0,0,293.15,5000
"Street",21.8366,82.1472,0,0,293.15,2500
"Sewers",21.8366,82.1472,0,0,293.15,5000
"Sewers",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,25000
