"Street",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,5000
"Medbay",21.8366,82.1472,0,0,293.15,17500
"The Dormitories",21.8366,82.1472,0,0,293.15,5000
"Street",21.8366,82.1472,0,0,293.15,5000
"Street",21.8366,82.1472,0,0,293.15,2500
"Street",21.8366,82.1472,0,0,293.15,2500
"The Quartermasters",21.8366,82.1472,0,0,293.15,20000
"The Escape Pod One",21.8366,82.1472,0,0,293.15,5000
"Street",21.8366,82.1472,0,0,293.15,2500
"The Cafeteria",21.8366,82.1472,0,0,293.15,250000
"The Quartermasters",21.8366,82.1472,0,0,293.15,15000
"The Security Lobby",21.8366,82.1472,0,0,293.15,7500
"The supply shuttle",0.01,0.01,0,0,293.15,80000
"The Security Lobby",21.8366,82.1472,0,0,293.15,7500
"The Escape Pod One",21.8366,82.1472,0,0,293.15,30000
"The Security Lobby",21.8366,82.1472,0,0,293.15,22500
